0,0,255,255,0
0,1,255,255,0
2,1,255,255,0
0,2,255,255,0
2,2,255,255,0
0,3,255,255,0
2,3,255,255,0
0,4,255,255,0
1,4,255,255,0
2,4,255,255,0
3,4,255,255,0
4,4,255,255,0
2,5,255,255,0
2,6,255,255,0
